Prompt	Category	Challenge	Note	Decisions
"G I G G L E" painted in thick colorful lettering as graffiti on a faded red brick wall with a splotch of exploding white paint.	Illustrations	Writing & Symbols		ret,gen,gen,gen,gen
high-contrast image of the word "WOMBAT" written with thick colored graffiti letters on a white wall with dramatic splashes of paint	Illustrations	Writing & Symbols		gen,gen,gen,gen,ret
A plush monkey fording the Charles River on a log while wearing a Boston Red Sox hat with MIT in the background.	World Knowledge	Writing & Symbols		gen,gen,ret,gen,same
the letters P A X forming a very simple outline of an elephant's shape.  the elephant is facing left. vector art, orange logo.	Illustrations	Writing & Symbols		ret,ret,ret,ret,ret
A burger patty, with the bottom bun and lettuce and tomatoes. "COFFEE" written on it in mustard	Food & Beverage	Writing & Symbols		ret,ret,gen,same,ret
Two cups of coffee, one with latte art of the words "LOVE" written in one. The other has latte art of the words "PEACE" written in the other.	Artifacts	Writing & Symbols		gen,same,ret,gen,gen
The saying "BE EXCELLENT TO EACH OTHER" written in a stained glass window.	Illustrations	Writing & Symbols		ret,gen,gen,ret,gen
The saying "BE EXCELLENT TO EACH OTHER" written in faded paint on the hull of an old wooden boat and reflected in the water. Wide-angle lens.	Illustrations	Writing & Symbols		same,ret,gen,ret,gen
The saying "BE EXCELLENT TO EACH OTHER" written on a red brick wall with a graffiti image of a green alien wearing a tuxedo. A yellow fire hydrant is on a sidewalk in the foreground.	Illustrations	Writing & Symbols		same,ret,ret,same,same
The saying "BE EXCELLENT TO EACH OTHER" written with carved letters on driftwood.	Illustrations	Writing & Symbols		gen,gen,gen,ret,gen
a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background.	Vehicles	Writing & Symbols		same,ret,gen,ret,ret
A portrait photo of a kangaroo wearing an orange hoodie and blue sunglasses standing on the grassin front of the Sydney Opera House holding a sign on the chest that says Welcome Friends!	World Knowledge	Writing & Symbols		ret,ret,gen,ret,same
Anime illustration of a kangaroo holding a sign that says "Starry Night", in front of the Sydney Opera House sitting next to the Eiffel Tower under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu	World Knowledge	Writing & Symbols		gen,ret,ret,gen,gen
a group of cats in a meeting. there is a whiteboard with "stack more layers" written on it.	Indoor Scenes	Writing & Symbols		gen,gen,ret,gen,ret
A high contrast portrait photo of a fluffy hamster wearing an orange beanie and sunglasses holding a sign that says "Let's PAINT!"	Animals	Writing & Symbols		ret,ret,gen,ret,ret
a cartoon of a dog saying "I see what you did there"	Animals	Writing & Symbols		gen,gen,gen,same,ret
a robot holding a sign with "Let's PAINT!" written on it	Artifacts	Writing & Symbols		same,ret,gen,ret,gen
a dog wearing a baseball cap backwards and writing BONEZ on a chalkboard	Animals	Writing & Symbols		gen,gen,gen,gen,same
graffiti spelling BE KIND on white subway tile	Illustrations	Writing & Symbols		gen,ret,same,ret,same
a grumpy porcupine handing a check for $10,000 to a smiling peacock	Animals	Writing & Symbols		ret,gen,gen,gen,gen
a boat with 'BLUE GROOVE' written on its hull	Vehicles	Writing & Symbols		ret,gen,gen,gen,gen
a store front that has the word ‘openai’ written on it.	Outdoor Scenes	Writing & Symbols	DALL-E	ret,gen,gen,gen,ret
a laptop with a maze sticker on it	Artifacts	Writing & Symbols		gen,gen,gen,ret,gen
a yellow t-shirt with a dog on it	Artifacts	Writing & Symbols		ret,ret,gen,ret,gen
a blue t-shirt with a dinosaur on it	Artifacts	Writing & Symbols		gen,ret,gen,ret,gen
a bowl with a dinosaur on it	Artifacts	Writing & Symbols		gen,ret,ret,gen,ret
a bowl with a cartoon dinosaur on it	Artifacts	Writing & Symbols		ret,same,same,gen,gen
a flag with a dinosaur on it	Illustrations	Writing & Symbols		gen,gen,gen,gen,ret
a flag with a drawing of a dinosaur on it	Artifacts	Writing & Symbols		ret,same,ret,ret,gen
a flag with three vertical stripes	Illustrations	Writing & Symbols		ret,same,same,gen,same
a flag with three vertical stripes that are blue, white and red	Illustrations	Writing & Symbols		same,gen,gen,gen,ret
a white towel with a cartoon of a cat on it	Artifacts	Writing & Symbols		ret,gen,same,gen,gen
a black towel with a cartoon of a dog on it	Artifacts	Writing & Symbols		gen,gen,gen,gen,gen
a yellow wall with the word KA-BOOM on it	Artifacts	Writing & Symbols		ret,gen,gen,same,gen
a cat sitting on a box with a drawing of an elephant on it	Animals	Writing & Symbols		ret,ret,ret,gen,ret
the word 'mardefly' on a coffee mug	Artifacts	Writing & Symbols		gen,gen,ret,gen,ret
a stop sigh with 'ALL WAY' written below it	Artifacts	Writing & Symbols		ret,ret,ret,ret,ret
a sticker stuck in the middle of a stop sign	Artifacts	Writing & Symbols		gen,ret,ret,ret,gen
world's best brother t-shirt	Artifacts	Writing & Symbols		ret,same,gen,ret,gen
the cover of a book called 'Backpropaganda' by I.C. Gradients	Illustrations	Writing & Symbols		ret,gen,gen,gen,gen
the saying 'do unto others as they would do unto you' written on a white background	Artifacts	Writing & Symbols		ret,ret,gen,gen,ret
a t-shirt with Carpe Diem written on it	Artifacts	Writing & Symbols		gen,ret,gen,gen,gen
a sweatshirt with 'Batch Norm' written on it	Artifacts	Writing & Symbols		gen,gen,gen,gen,gen
a yellow sticky note with 'BUY MILK' written on it	Artifacts	Writing & Symbols		gen,same,gen,same,gen
a large open book showing text and an illustration of a cat	Artifacts	Writing & Symbols		gen,same,ret,ret,same
a yellow wall with 'Hello, world.' written on it	Indoor Scenes	Writing & Symbols		gen,gen,gen,gen,gen
a motorcycle parked in an ornate bank lobby with "BUZZ" written on its body	Vehicles	Writing & Symbols		gen,gen,same,gen,gen
a logo of a wombat on a coffee mug	Artifacts	Writing & Symbols		gen,gen,ret,gen,ret
a coffee mug with an ankh symbol on it	Artifacts	Writing & Symbols		gen,gen,gen,same,gen
a t-shirt with 'ANKH' written on it	Artifacts	Writing & Symbols		gen,same,ret,ret,gen
a t-shirt with 'Archaelogy Rocks!' written on it	Artifacts	Writing & Symbols		gen,ret,gen,gen,gen
a black t-shirt with the peace sign on it	Artifacts	Writing & Symbols		ret,ret,ret,gen,gen
a store front with 'Grassy Meadow' written on it	Outdoor Scenes	Writing & Symbols		ret,same,ret,ret,same
a store front with 'AwesomePurchase' written on it	Outdoor Scenes	Writing & Symbols		gen,gen,same,gen,ret
a laptop screen showing an internet search	Artifacts	Writing & Symbols		ret,ret,gen,same,ret
a laptop screen showing a bunch of photographs	Artifacts	Writing & Symbols		gen,gen,ret,gen,gen
a laptop screen showing a document being edited	Artifacts	Writing & Symbols		same,gen,gen,gen,gen
a book with the words 'Don't Panic!' written on it	Artifacts	Writing & Symbols		gen,gen,gen,ret,ret
the words 'KEEP OFF THE GRASS'	Illustrations	Writing & Symbols		ret,gen,ret,ret,ret
the words 'KEEP OFF THE GRASS' written on a brick wall	Indoor Scenes	Writing & Symbols		gen,same,gen,ret,ret
the words 'KEEP OFF THE GRASS' on a black sticker	Illustrations	Writing & Symbols		gen,ret,ret,ret,gen
the words 'KEEP OFF THE GRASS' on a sign next to a lawn	Outdoor Scenes	Writing & Symbols		gen,ret,ret,ret,ret
the word 'START'	Illustrations	Writing & Symbols		gen,gen,same,gen,ret
the word 'START' written on a street surface	Illustrations	Writing & Symbols		gen,same,ret,gen,ret
the word 'START' on a blue t-shirt	Artifacts	Writing & Symbols		gen,gen,gen,gen,gen
the word 'START' written above the word 'SMILING'	Illustrations	Writing & Symbols		ret,same,ret,ret,same
the word 'START' written in chalk on a sidewalk	Outdoor Scenes	Writing & Symbols		ret,gen,ret,same,gen
a wooden post with a yellow '3' painted on top	Outdoor Scenes	Writing & Symbols		gen,ret,gen,ret,gen
a wooden post in front of a patch of tall grass	Outdoor Scenes	Writing & Symbols		gen,gen,gen,gen,ret
a wooden post with a blue '5' painted on top	Outdoor Scenes	Writing & Symbols		gen,gen,ret,ret,gen
a series of musical notes on a black t-shirt	Artifacts	Writing & Symbols		gen,gen,gen,gen,ret
a series of musical notes on a computer screen	Artifacts	Writing & Symbols		gen,ret,gen,ret,gen
